0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
503,503
504,504
505,505
506,506
507,507
508,508
509,509
510,510
511,511

423,23
423,36
423,37
423,153
423,206
423,285
423,301
423,452
423,468
423,476
476,210
476,296
476,397
476,463
296,61
296,127
296,448
61,45
61,69
61,125
61,448
69,76
69,81
69,101
69,111
69,150
69,274
69,348
81,1
81,150
81,274
81,337
81,487
348,27
348,86
348,162
348,274
1,102
1,150
1,193
328,256
256,272
256,304
272,213
272,289
272,406
213,76
213,250
213,308
258,34
34,1
34,16
34,30
34,82
34,195
34,482
482,11
482,194
482,266
482,318
482,403
482,439
439,7
439,16
439,183
439,279
439,507
318,292
318,314
318,340
318,381
318,478
318,480
381,104
381,159
381,210
381,279
381,351
340,105
340,211
340,455
340,478
340,480
279,56
279,162
279,304
279,311
279,397
279,414
279,428
279,448
279,466
183,1
183,62
183,311
183,358
183,366
403,2
403,82
403,439
2,223
351,283
351,452
351,477
283,41
283,68
283,292
283,304
283,452
283,463
283,475
41,16
41,205
41,459
41,475
16,86
463,9
463,35
463,374
463,387
463,406
463,408
463,475
408,177
408,364
408,384
387,102
387,209
387,331
387,376
387,459
86,46
86,100
86,111
46,30
46,42
46,82
46,104
46,131
46,318
46,449
30,125
30,372
125,77
125,170
125,377
372,112
372,199
372,304
372,308
372,347
170,86
170,113
170,162
170,279
170,356
170,361
170,377
170,402
170,482
377,23
377,94
377,159
377,162
377,197
377,301
377,348
377,398
377,409
377,451
377,477
377,487
377,490
377,495
162,43
162,131
162,283
162,398
162,499
43,51
43,77
43,122
43,160
43,183
43,309
398,7
398,9
398,36
398,78
398,79
398,131
398,377
398,388
398,402
398,415
398,447
499,22
499,43
499,52
499,111
499,193
499,195
499,252
499,293
499,348
499,388
499,423
499,427
499,464
499,487
499,509
427,170
427,269
427,365
427,409
427,452
427,490
490,74
490,131
490,139
490,166
490,213
490,332
490,335
490,364
490,365
490,399
490,440
77,18
77,145
77,204
77,266
77,419
365,74
365,114
365,304
365,318
365,361
365,366
365,464
464,112
464,131
464,226
464,274
464,287
464,289
464,335
464,366
464,369
464,377
464,398
464,413
464,427
464,493
289,104
289,127
289,287
289,292
289,332
289,348
289,377
266,70
266,139
266,197
266,217
266,254
266,284
266,289
266,300
266,307
266,361
266,410
18,28
18,90
18,105
18,166
18,177
18,197
18,245
18,356
74,27
74,291
74,475
166,79
166,104
166,105
177,24
177,46
177,50
177,122
177,176
177,333
177,399
79,65
79,206
79,447
112,74
112,105
112,159
112,177
112,287
112,289
112,327
112,355
112,452
70,101
70,112
70,139
70,284
70,381
70,391
70,404
70,423
70,427
176,141
176,145
176,179
176,193
176,252
176,396
176,452
176,478
355,45
355,170
355,214
355,291
355,327
355,353
284,23
284,27
284,70
284,99
284,104
284,139
284,194
284,206
284,361
284,362
284,367
284,402
284,410
284,427
206,71
206,162
206,223
206,225
206,238
206,318
206,334
206,361
206,388
206,427
206,455
206,509
475,18
475,187
475,192
475,248
475,459
475,461
475,463
238,193
238,388
238,494
104,36
104,108
104,206
104,211
104,292
104,318
104,427
104,447
104,468
104,487
104,504
27,122
27,193
27,205
27,214
27,279
27,287
27,340
27,427
27,480
27,487
27,503
287,90
287,127
287,159
287,289
287,318
287,502
396,7
396,456
456,68
456,401
456,458
456,505
505,392
505,464
7,45
7,105
7,214
7,225
7,234
7,238
7,318
7,374
7,384
7,404
7,427
7,495
127,42
127,101
127,116
127,309
127,327
127,455
327,7
327,162
327,350
72,120
72,237
120,59
120,241
120,356
120,362
241,9
241,23
241,36
241,228
237,63
237,211
237,216
237,304
237,459
216,469
469,206
469,400
211,77
211,104
211,131
211,351
313,25
313,187
313,339
339,7
339,197
339,211
339,361
384,67
384,104
384,140
384,230
384,309
384,316
384,356
384,449
140,69
140,107
140,209
140,239
140,413
140,459
111,68
111,73
111,105
111,162
111,166
111,178
111,204
111,209
111,211
111,292
111,310
111,397
111,398
111,402
111,420
111,468
111,487
150,46
150,111
150,206
150,344
150,348
150,356
150,455
150,499
487,110
487,287
487,293
487,418
487,423
487,502
110,36
110,112
110,120
110,141
110,228
110,241
110,266
110,287
110,290
110,304
110,314
110,316
110,330
110,362
110,369
110,388
110,398
110,404
110,418
110,448
110,502
502,11
502,36
502,85
502,246
502,307
502,342
246,110
246,219
246,226
246,307
246,318
246,332
246,375
246,423
246,440
316,102
316,112
316,120
316,231
316,362
231,45
231,111
45,85
85,29
85,65
85,197
85,328
197,18
197,29
197,59
197,205
197,289
197,292
197,307
197,423
197,461
197,487
65,23
65,111
65,206
65,245
65,401
29,31
29,170
29,245
29,459
23,29
23,111
23,151
