0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
503,503
504,504
505,505
506,506
507,507
508,508
509,509
510,510
511,511

423,36
423,37
423,153
423,476
476,296
296,61
296,127
296,448
61,45
61,69
61,125
69,76
69,81
69,111
69,150
69,274
69,348
81,1
81,337
348,86
348,274
1,150
1,193
328,256
256,272
256,304
272,213
272,289
272,406
213,76
213,250
258,34
34,1
34,16
34,30
34,82
34,195
34,482
482,194
482,266
482,318
482,403
482,439
439,183
439,279
439,507
318,292
318,314
318,340
318,381
318,478
318,480
381,351
340,105
279,56
279,304
279,311
279,397
183,62
183,311
183,358
403,2
351,283
351,452
351,477
283,41
283,292
283,463
283,475
16,86
463,374
463,387
463,408
408,384
387,331
387,376
86,46
86,100
46,42
46,104
46,318
30,125
30,372
125,170
125,377
372,112
372,199
372,308
170,86
170,162
162,43
162,131
162,398
162,499
43,77
43,122
43,160
43,309
398,7
398,9
398,78
398,79
398,415
499,293
499,423
499,427
499,464
427,269
427,365
427,490
490,74
490,166
77,18
77,266
365,114
365,318
365,361
464,112
464,274
464,287
464,289
464,413
289,104
289,292
266,70
266,139
266,217
266,284
266,307
266,410
18,105
18,166
18,177
74,27
74,291
74,475
166,79
177,24
177,50
177,176
79,65
79,206
112,327
112,355
176,141
176,145
176,179
176,396
355,353
284,99
284,104
206,238
206,334
206,388
475,459
238,494
104,108
104,206
104,211
104,318
104,427
104,468
27,193
27,205
396,7
396,456
456,68
456,458
456,505
505,392
505,464
7,384
7,404
7,427
127,101
127,309
127,327
327,7
327,350
72,120
72,237
120,59
120,241
241,228
237,63
237,211
237,216
237,459
216,469
469,400
211,77
211,131
211,351
313,25
313,339
339,7
339,197
339,211
339,361
384,67
384,140
384,356
140,69
140,413
111,68
111,73
111,211
111,292
111,397
111,468
111,487
150,499
487,110
487,287
487,293
487,418
487,423
487,502
110,36
110,112
110,120
110,241
110,316
110,362
502,85
502,246
502,307
502,342
246,423
316,120
316,231
316,362
231,45
231,111
85,29
85,65
85,197
85,328
197,292
197,461
65,23
65,111
65,401
29,31
23,29
23,151
461,205
461,427
461,449
461,511
406,308
308,120
308,156
308,309
156,8
156,220
8,143
143,141
143,398
143,413
435,361
361,364
361,377
361,398
9,57
9,170
9,307
307,136
307,487
418,204
418,366
418,427
366,139
139,165
139,204
362,306
362,363
363,423
250,58
250,179
250,224
250,509
76,257
76,332
76,414
414,46
414,279
414,318
414,466
179,34
179,152
179,474
152,57
332,50
332,205
332,222
332,270
332,292
332,345
332,493
205,236
205,318
466,470
474,282
236,29
236,197
236,245
236,379
236,487
509,119
509,132
509,252
119,148
252,79
252,104
252,127
252,168
252,245
168,158
168,184
158,61
245,197
245,208
245,242
208,26
208,356
208,402
208,480
208,487
148,132
148,154
148,208
148,277
132,165
277,7
277,301
277,398
277,407
42,292
356,225
356,237
356,304
356,487
165,37
402,192
402,455
415,167
167,186
167,271
167,285
167,397
167,423
167,438
480,108
480,454
78,79
454,170
454,183
285,441
37,133
37,452
37,492
301,239
31,27
31,376
31,503
492,361
492,452
122,364
122,440
122,490
448,136
448,217
448,458
452,12
452,300
452,318
452,332
452,461
300,22
300,346
300,356
449,207
449,293
118,221
221,204
204,46
204,104
204,222
204,223
204,225
204,445
222,338
222,414
222,444
445,123
445,285
445,433
433,133
433,161
433,177
433,233
433,402
374,509
98,67
98,331
331,111
331,115
331,266
331,347
331,363
331,451
451,459
459,22
442,32
442,314
314,113
314,440
32,352
32,393
113,311
113,361
113,364
187,62
187,90
187,319
90,94
90,111
90,331
94,223
94,506
223,60
223,76
223,178
223,212
223,215
215,253
215,367
178,18
178,244
178,291
367,361
367,399
367,495
367,510
212,84
291,41
291,90
291,279
291,304
291,428
291,466
399,105
399,398
304,115
304,266
304,300
84,219
346,331
346,332
346,362
410,307
410,384
410,504
504,217
337,1
337,63
337,157
157,177
157,333
24,25
24,145
24,153
24,281
145,160
145,187
145,261
145,424
25,88
25,131
88,64
88,89
50,423
309,108
309,111
309,205
309,268
309,293
309,307
309,435
108,211
293,108
293,420
342,68
342,90
342,202
342,283
202,144
202,266
202,304
202,381
202,391
202,398
202,464
207,399
207,429
281,296
281,331
347,471
471,437
437,227
437,446
227,101
227,147
227,480
101,309
62,113
62,311
62,335
62,414
311,37
311,203
311,279
131,91
131,157
131,197
131,321
91,75
75,28
269,335
428,173
428,242
428,416
428,424
428,467
428,480
416,480
173,167
173,377
173,489
173,493
438,434
467,475
242,43
242,58
242,82
242,176
242,198
242,214
242,225
242,319
82,218
198,390
58,51
58,347
390,350
218,11
218,125
218,267
267,482
350,31
350,122
350,278
350,314
350,503
